iter	Logloss
115	0.3462095738
116	0.3457770288
117	0.3451153707
118	0.3440247563
119	0.3434157505
120	0.3424875227
121	0.3414709243
122	0.340306406
123	0.3392921346
124	0.3378531965
125	0.3368943529
126	0.3355208797
127	0.3346430052
128	0.3337236649
129	0.3328557713
130	0.3319137777
131	0.331610985
132	0.3309334022
133	0.3297682111
134	0.3286046461
135	0.3284697351
136	0.3276002154
137	0.3268584574
138	0.325993003
139	0.325484844
140	0.325063037
141	0.3234886832
142	0.3224697297
143	0.3222817739
144	0.321839192
145	0.3211172557
146	0.3208123883
147	0.3203284247
148	0.319829041
149	0.3187804251
150	0.31784659
151	0.3170587682
152	0.3163269632
153	0.3155085257
154	0.3150102355
155	0.3146957797
156	0.3140550087
157	0.3134387415
158	0.3123924806
159	0.3115532121
160	0.3107519329
161	0.3096605896
162	0.3088495818
163	0.3084531196
164	0.3077113336
165	0.3070458626
166	0.3065563477
167	0.3054731069
168	0.304817056
169	0.3043924173
170	0.3037417775
171	0.3029053688
172	0.3020595118
173	0.301232355
174	0.3002184481
175	0.299445766
176	0.2994013564
177	0.2984872029
178	0.2972523974
179	0.2967661628
180	0.296603608
181	0.2958682143
182	0.2951515489
183	0.2946082603
184	0.2937834866
185	0.292711236
186	0.2923865189
187	0.2918116894
188	0.2912399159
189	0.2908895735
190	0.2902354852
191	0.289368601
192	0.2893527885
193	0.2887445677
194	0.2883385731
195	0.2872567902
196	0.2864480814
197	0.2857802833
198	0.2852153506
199	0.2849170438
200	0.2840469353
201	0.2830027772
202	0.2825005058
203	0.2818466979
204	0.2812724291
205	0.2801422554
206	0.2795188669
207	0.2787016911
208	0.2782417266
209	0.2776908401
210	0.2771715507
211	0.2762751161
212	0.2757782838
213	0.2750619267
214	0.2745872711
215	0.2741079054
216	0.2729479291
217	0.2727681599
218	0.2724356487
219	0.2718607912
220	0.2711977313
221	0.2703857702
222	0.2693343787
223	0.2689598409
224	0.2687796793
225	0.2680835084
226	0.2672827619
227	0.2666901013
228	0.2666252813
229	0.265981202
230	0.2656543821
231	0.2653961672
232	0.2652646206
233	0.2645643845
234	0.2638845028
235	0.2633936702
236	0.263053449
237	0.2626478469
238	0.262259291
239	0.2616349774
240	0.2608060543
241	0.2602430842
242	0.259796437
243	0.2594003953
244	0.2592980346
245	0.2591861975
246	0.2585205302
247	0.2578061638
248	0.2570209214
249	0.2560185655
250	0.2555635353
251	0.2548591498
252	0.253695753
253	0.2527106675
254	0.252065719
255	0.2514239387
256	0.2509781886
257	0.2498150161
258	0.2493672193
259	0.2488991804
260	0.2484303844
261	0.2482547366
262	0.2477612406
263	0.247298949
264	0.2465327153
265	0.246114553
266	0.2455024351
267	0.2451797927
268	0.2447714992
269	0.2446522886
270	0.2444111478
271	0.2440954584
272	0.2437640967
273	0.2433649711
274	0.2429618362
275	0.242653969
276	0.241940724
277	0.2415422151
278	0.2411111
279	0.2405272989
280	0.2402617946
281	0.2394403292
282	0.2386487226
283	0.238087687
284	0.2376558709
285	0.237139329
286	0.2363121443
287	0.2360649477
288	0.2354623061
289	0.2346172201
290	0.2341045893
291	0.2336310972
292	0.2333343183
293	0.2328208324
294	0.2323099258
295	0.2313385641
296	0.2311166703
297	0.2307242734
298	0.2304673902
299	0.2301722935
300	0.2294551935
301	0.2292677845
302	0.2287860918
303	0.228659059
304	0.2279122965
305	0.2274967837
306	0.2271802672
307	0.2270488047
308	0.2267996876
309	0.2265915457
310	0.2262739638
311	0.2261794532
312	0.2261324222
313	0.2254001405
314	0.2251654762
315	0.2246069358
316	0.2243028395
317	0.2236649982
318	0.2233890083
319	0.2226746419
320	0.2225163205
321	0.2221845102
322	0.2218400274
323	0.2215587527
324	0.2211519591
325	0.2209494244
326	0.2207673563
327	0.2204846937
328	0.2202447585
329	0.2200615129
330	0.2196341547
331	0.2191636765
332	0.2191354158
333	0.2188832708
334	0.21870067
335	0.2180872204
336	0.2176888378
337	0.2172974502
338	0.2168941752
339	0.2165944244
340	0.2161227688
341	0.2161142177
342	0.2158988003
343	0.2153630675
344	0.2149384989
345	0.2147771356
346	0.2147177125
347	0.2143020314
348	0.2138497349
349	0.2133022969
350	0.2131538023
351	0.2128708033
352	0.2127341541
353	0.2123741111
354	0.2120465063
355	0.2117166585
356	0.211448757
357	0.2110920084
358	0.2106011758
359	0.2101744624
360	0.2101157543
361	0.2097741593
362	0.2095357381
363	0.2092042221
364	0.2088277919
365	0.2087701071
366	0.2083741356
367	0.2080163636
368	0.207496948
369	0.2071670301
370	0.2066743612
371	0.2062227374
372	0.2058161541
373	0.2055690417
374	0.2051009326
375	0.2048982157
376	0.2042287635
377	0.2040609659
378	0.2039914357
379	0.2039561099
380	0.2031865959
381	0.2029475579
382	0.2025416615
383	0.2019711356
384	0.2017329246
385	0.2012321392
386	0.2010495243
387	0.2005478557
388	0.1998621704
389	0.1993632073
390	0.1991589905
391	0.1987732242
392	0.1986173561
393	0.1983554544
394	0.1979415816
395	0.1973763686
396	0.1970648987
397	0.1965240212
398	0.1962496714
399	0.1962433212
400	0.1959068007
401	0.1959001001
402	0.1953068787
403	0.194879142
404	0.1945482709
405	0.1943182746
406	0.1939700069
407	0.1934901366
408	0.1932795134
409	0.1928288149
410	0.1921145466
411	0.1918370287
412	0.1912073601
413	0.1909811066
414	0.1906923882
415	0.1899841337
416	0.1896928359
417	0.1896149649
418	0.1894447141
419	0.1889938894
420	0.1888341382
421	0.1884184992
422	0.18788864
423	0.1875111865
424	0.1874521139
425	0.1869859954
426	0.1868426735
427	0.1866551663
428	0.1863105013
429	0.1859673924
430	0.1854346174
431	0.1852544698
432	0.1849069451
433	0.1848391532
434	0.184808944
435	0.1843807867
436	0.1840239679
437	0.1838923372
438	0.1838810947
439	0.1836242816
440	0.1833001953
441	0.1828159653
442	0.1825429052
443	0.1821541109
444	0.1817448362
445	0.1815903838
446	0.1813242767
447	0.1810402544
448	0.180829421
449	0.1804635184
